modules/quantity,modules/capacity_gb,metadata/name,metadata/manufacturer,metadata/part_numbers/0,metadata/series,metadata/variant,speed,ram_type,form_factor,capacity,color/0,color/1,cas_latency,voltage,ecc,registered,heat_spreader,rgb,timings,metadata/last_manually_spec_verified_at,height,metadata/part_numbers/1,metadata/part_numbers/2,metadata/releaseYear,metadata/part_numbers/3,metadata/part_number,profile_support/0,profile_support/1
2,24,TEAMGROUP T-Create Expert Black / Gold DDR5-6400 CL32 48GB (2x24GB),TEAMGROUP,CTCED548G6400HC32ADC01,T-Create,6400 CL32,6400,DDR5,288-pin DIMM,48,BLACK,GOLD,32,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,ADATA XPG LANCER RGB Black 32GB (2x16GB) DDR5 5200 CL38,ADATA,AX5U5200C3816G-DCLARBK,XPG Lancer,5200 CL38,5200,DDR5,288-pin DIMM,32,BLACK,,38,1.25,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,24,G.Skill Ripjaws S5 Black DDR5-6000 CL40 48GB (2x24GB),G.SKILL,F5-6000J4048F24GX2-RS5K,Ripjaws,6000 CL40,6000,DDR5,288-pin DIMM,48,BLACK,,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-48-48-96,,,,,,,,,
2,32,TEAMGROUP Xtreem ARGB White DDR5-6400 CL34 64GB (2x32GB),TEAMGROUP,FFAD564G6400HC34BDC01,Xtreem,6400 CL34,6400,DDR5,288-pin DIMM,64,WHITE,,34,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,8,Timetec FBA_75TT160UL1R8-4G Black DDR3-1600 CL11 16GB (2x8GB),Timetec,FBA_75TT160UL1R8-4G,FBA_75TT160UL1R8-4G,1600 CL11,1600,DDR3,240-pin DIMM,16,BLACK,,11,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,16,Klevv CRAS V RGB White DDR5-8000 CL38 32GB (2x16GB),Klevv,KD5AGUA80-80D380J,CRAS,8000 CL38,8000,DDR5,288-pin DIMM,32,WHITE,,38,1.45,Non-ECC,Unbuffered,TRUE,TRUE,38-48-48-128,2025-12-04T23:09:10.847Z,44,,,,,,,
2,16,G.Skill Ripjaws S5 Black DDR5-5200 CL40 32GB (2x16GB),G.SKILL,F5-5200J4040A16GX2-RS5K,Ripjaws,5200 CL40,5200,DDR5,288-pin DIMM,32,BLACK,,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-40-40-83,,,,,,,,,
2,4,Corsair Vengeance Black / Blue DDR3-1600 CL9 8GB (2x4GB),Corsair,CMZ8GX3M2A1600C9B,Vengeance,1600 CL9,1600,DDR3,240-pin DIMM,8,BLACK,BLUE,9,,Non-ECC,Unbuffered,TRUE,FALSE,9-9-9-24,,,,,,,,,
2,32,G.Skill Ripjaws Black DDR4-4000 CL18 64GB (2x32GB),G.SKILL,F4-4000C18D-64GVK,Ripjaws,4000 CL18,4000,DDR4,288-pin DIMM,64,BLACK,,18,,Non-ECC,Unbuffered,TRUE,FALSE,18-22-22-42,,,,,,,,,
2,16,Corsair Vengeance White DDR5-6000 CL36 32GB (2x16GB),Corsair,CMK32GX5M2E6000Z36W,Vengeance,6000 CL36,6000,DDR5,288-pin DIMM,32,WHITE,,36,,Non-ECC,Unbuffered,TRUE,FALSE,36-44-44-96,,,,,,,,,
2,8,"TEAMGROUP Team T-Force Dark Za DDR4 Gaming Memory, 2 x 8 GB, 3600 Mhz, 288 Pin DIMM, Black",TEAMGROUP,TDZAD416G3600HC18JDC01,Team T-Force Dark Za,Black,3600,DDR4,288-pin DIMM,16,BLACK,,,,,,,FALSE,,,,,,,,,,
2,32,Corsair Vengeance RGB Black DDR5-6000 CL40 64GB (2x32GB),Corsair,CMH64GX5M2B6000C40,Vengeance,6000 CL40,6000,DDR5,288-pin DIMM,64,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-77,,,,,,,,,
2,32,TEAMGROUP Elite Plus DDR5-4800 CL40 64GB (2x32GB),TEAMGROUP,TPBD564G4800HC40DC01,Elite,4800 CL40,4800,DDR5,288-pin DIMM,64,BLACK,,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-40-40-77,,,,,,,,,
2,32,Klevv CRAS V RGB Black DDR5-6400 CL32 64GB (2x32GB),Klevv,KD5BGUA80-64A320G,CRAS,6400 CL32,6400,DDR5,288-pin DIMM,64,BLACK,,32,1.35,Non-ECC,Unbuffered,TRUE,TRUE,32-38-38-78,2025-12-06T04:15:05.306Z,44,,,,,,,
2,8,G.Skill Trident Z Royal Gold DDR4-5333 CL22 16GB (2x8GB),G.SKILL,F4-5333C22D-16GTRG,Trident,5333 CL22,5333,DDR4,288-pin DIMM,16,GOLD,,22,,Non-ECC,Unbuffered,TRUE,FALSE,22-32-32-52,,,F4-5333C22D-16GVK,,,,,,
2,8,Corsair Vengeance LPX Black / Yellow DDR4-2133 CL13 16GB (2x8GB),Corsair,CMK16GX4M2A2133C13,Vengeance,2133 CL13,2133,DDR4,288-pin DIMM,16,BLACK,YELLOW,13,,Non-ECC,Unbuffered,TRUE,FALSE,13-15-15-28,,,,,,,,,
2,16,TEAMGROUP T-Force Delta RGB Black DDR5-7000 CL32 32GB (2x16GB),TEAMGROUP,FF3D532G7000HC32CDC01,T-Force,7000 CL32,7000,DDR5,288-pin DIMM,32,BLACK,,32,,Non-ECC,Unbuffered,TRUE,TRUE,32-42-42-84,,,,,,,,,
2,16,Patriot Viper Venom Black / White DDR5-6000 CL36 32GB (2x16GB),Patriot,PVV532G600C36K,Viper,6000 CL36,6000,DDR5,288-pin DIMM,32,BLACK,WHITE,36,,Non-ECC,Unbuffered,TRUE,FALSE,36-36-36-76,,,Viper Venom,,,,,,
4,8,Corsair Vengeance RGB Pro DDR4-3000 CL15 32GB (4x8GB),Corsair,CMW32GX4M4C3000C15W,Vengeance,3000 CL15,3000,DDR4,288-pin DIMM,32,WHITE,,15,,Non-ECC,Unbuffered,TRUE,FALSE,15-17-17-35,,,,,,,,,
2,4,PNY Anarchy Black / Blue DDR3-1600 CL9 8GB (2x4GB),PNY,MD8GK2D316009AB-Z,Anarchy,1600 CL9,1600,DDR3,240-pin DIMM,8,BLACK,BLUE,9,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
4,16,G.Skill Trident Z Royal Silver DDR4-3200 CL16 64GB (4x16GB),G.SKILL,F4-3200C16Q-64GTRS,Trident,3200 CL16,3200,DDR4,288-pin DIMM,64,GREY,,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-38,,,,,,,,,
2,4,Patriot Viper 4 Blackout Black DDR4-3200 CL19 8GB (2x4GB),Patriot,PVB48G320C6K,Viper,3200 CL19,3200,DDR4,288-pin DIMM,8,BLACK,,19,,Non-ECC,Unbuffered,TRUE,FALSE,19-18-18-36,,,Viper Blackout,,,,,,
2,16,Thermaltake TOUGHRAM XG RGB White / Silver DDR5-6000 CL36 32GB (2x16GB),Thermaltake,RG34D516GX2-6000C36B,TOUGHRAM,6000 CL36,6000,DDR5,288-pin DIMM,32,WHITE,GREY,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-38-38-76,,,,,,,,,
2,48,Corsair Vengeance RGB Black DDR5-5600 CL40 96GB (2x48GB),Corsair,CMH96GX5M2B5600C40,Vengeance,5600 CL40,5600,DDR5,288-pin DIMM,96,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-77,,,,,,,,,
4,16,TEAMGROUP T-Create Master Registered Black DDR5-6800 CL34 64GB (4x16GB),TEAMGROUP,CTCMD564G6800HC34BQC01,T-Create,6800 CL34,6800,DDR5,288-pin DIMM,64,BLACK,,34,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Corsair Vengeance RGB Pro SL Black DDR4-3200 CL16 32GB (2x16GB),Corsair,CMH32GX4M2Z3200C16,Vengeance,3200 CL16,3200,DDR4,288-pin DIMM,32,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-20-20-38,,,,,,,,,
2,4,Timetec 75TT21NU Black DDR4-2133 CL15 8GB (2x4GB),Timetec,75TT21NU,75TT21NU,2133 CL15,2133,DDR4,288-pin DIMM,8,BLACK,,15,,Non-ECC,Unbuffered,FALSE,FALSE,,,,.,75,,,,,
2,16,Silicon Power SP032GBSFU320X22 SODIMM DDR4-3200 CL22 32GB (2x16GB),Silicon Power,SP032GBSFU320X22,SP032GBSFU320X22,3200 CL22,3200,DDR4,260-pin SO-DIMM,32,,,22,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,32,Patriot Viper Black / White DDR5-5200 CL40 64GB (2x32GB),Patriot,PVV564G520C40K,Viper,5200 CL40,5200,DDR5,288-pin DIMM,64,BLACK,WHITE,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-40-40-76,,,,,,,,,
2,24,TEAMGROUP T-Force Xtreem DDR5-7200 CL34 48GB (2x24GB),TEAMGROUP,FFPD548G7200HC34ADC01,T-Force,7200 CL34,7200,DDR5,288-pin DIMM,48,PINK,,34,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Corsair Vengeance Black DDR5-5200 CL38 32GB (2x16GB),Corsair,CMK32GX5M2B5200C38,Vengeance,5200 CL38,5200,DDR5,288-pin DIMM,32,BLACK,GREY,38,,Non-ECC,Unbuffered,TRUE,FALSE,38-38-38-84,,,,,,,,,
2,16,G.Skill Ripjaws S5 White DDR5-5600 CL30 32GB (2x16GB),G.SKILL,F5-5600J3036D16GX2-RS5W,Ripjaws,5600 CL30,5600,DDR5,288-pin DIMM,32,WHITE,,30,,Non-ECC,Unbuffered,TRUE,FALSE,30-36-36-89,,,,,,,,,
2,24,TEAMGROUP Xtreem ARGB White DDR5-7600 CL36 48GB (2x24GB),TEAMGROUP,FFAD548G7600HC36EDC01,Xtreem,7600 CL36,7600,DDR5,288-pin DIMM,48,WHITE,,36,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,8,Corsair Vengeance LPX DDR4-2400 CL16 16GB (2x8GB),Corsair,CMK16GX4M2A2400C16R,Vengeance,2400 CL16,2400,DDR4,288-pin DIMM,16,RED,,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-16-16-39,,,,,,,,,
2,32,G.Skill Ripjaws S5 White DDR5-5600 CL28 64GB (2x32GB),G.SKILL,F5-5600J2834F32GX2-RS5W,Ripjaws,5600 CL28,5600,DDR5,288-pin DIMM,64,WHITE,,28,,Non-ECC,Unbuffered,TRUE,FALSE,28-34-34-89,,,,,,,,,
2,8,Kingston FURY Beast RGB Black DDR5-6000 CL30 16GB (2x8GB),Kingston,KF560C30BBAK2-16,FURY,6000 CL30,6000,DDR5,288-pin DIMM,16,BLACK,,30,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,48,G.Skill Trident Z5 Neo RGB Silver / Black DDR5-6000 CL28 96GB (2x48GB),G.SKILL,F5-6000J2836F48GX2-TZ5NRW,Trident,6000 CL28,6000,DDR5,288-pin DIMM,96,GREY,BLACK,28,,Non-ECC,Unbuffered,TRUE,TRUE,28-36-36-96,,,,,,,,,
2,16,Kingston FURY Beast RGB DDR5-6400 CL32 32GB (2x16GB),Kingston,KF564C32BBEAK2-32,FURY,6400 CL32,6400,DDR5,288-pin DIMM,32,BLACK,,32,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
1,16,Kingston FURY Beast RGB Black DDR5-5200 CL36 16GB (1x16GB),Kingston,KF552C36BBEA-16,FURY,5200 CL36,5200,DDR5,288-pin DIMM,16,BLACK,,36,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
1,16,Kingston FURY Renegade White / Silver DDR5-6800 CL36 16GB (1x16GB),Kingston,KF568C36RWA-16,FURY,6800 CL36,6800,DDR5,288-pin DIMM,16,WHITE,GREY,36,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,8,Corsair Vengeance RGB Pro Black DDR4-3000 CL16 16GB (2x8GB),Corsair,CMW16GX4M2D3000C16,Vengeance,3000 CL16,3000,DDR4,288-pin DIMM,16,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-20-20-38,,,,,,,,,
2,32,ADATA XPG RGB Black DDR5-6400 CL32 64GB (2x32GB),ADATA,AX5U6400C3232G-DCLARBK,XPG,6400 CL32,6400,DDR5,288-pin DIMM,64,BLACK,,32,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,24,Patriot Viper Elite 5 Ultra Black DDR5-6400 CL32 48GB (2x24GB),Patriot,VEU548G6432K,Viper,6400 CL32,6400,DDR5,288-pin DIMM,48,BLACK,,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-39-39-101,,,,,,,,,
1,16,ADATA XPG LANCER RGB Black 16GB (1x16GB) DDR5 5200 CL38,ADATA,AX5U5200C3816G-CLARBK,XPG Lancer,5200 CL38,5200,DDR5,288-pin DIMM,16,BLACK,,38,1.25,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
1,16,G.Skill Aegis Red / Black DDR4-3000 CL16 16GB (1x16GB),G.SKILL,F4-3000C16S-16GISB,Aegis,3000 CL16,3000,DDR4,288-pin DIMM,16,RED,BLACK,16,,Non-ECC,Unbuffered,FALSE,FALSE,16-18-18-38,,,,,,,,,
1,16,TEAMGROUP T-Force Delta RGB White DDR5-5200 CL40 16GB (1x16GB),TEAMGROUP,FF4D516G5200HC40C01,T-Force,5200 CL40,5200,DDR5,288-pin DIMM,16,WHITE,,40,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,16,ADATA XPG SPECTRIX D35G RGB Black DDR4-3200 CL16 32GB (2x16GB),ADATA,AX4U320016G16A-DTWHD35G,XPG,3200 CL16,3200,DDR4,288-pin DIMM,32,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,4,Corsair Dominator Platinum DDR3-2133 CL9 8GB (2x4GB),Corsair,CMD8GX3M2A2133C9,Dominator,2133 CL9,2133,DDR3,240-pin DIMM,8,,,9,,Non-ECC,Unbuffered,TRUE,FALSE,9-9-9-24,,,,,,,,,
2,4,G.Skill Value Black DDR3-1600 CL11 8GB (2x4GB),G.SKILL,F3-1600C11D-8GNT,Value,1600 CL11,1600,DDR3,240-pin DIMM,8,BLACK,,11,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,8,Patriot Viper 4 Blackout DDR4-3600 CL18 16GB (2x8GB),Patriot,PVB416G360C8K,Viper,3600 CL18,3600,DDR4,288-pin DIMM,16,BLACK,,18,,Non-ECC,Unbuffered,TRUE,FALSE,18-22-22-42,,,,,,,,,
1,16,Kingston FURY Beast RGB DDR5-4800 CL38 16GB (1x16GB),Kingston,KF548C38BBA-16,FURY,4800 CL38,4800,DDR5,288-pin DIMM,16,BLACK,,38,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,16,KINGBANK DDR5 Dark Soarblade RGB UDIMM 7200MHz 32GB(16GBx2),KINGBANK,K5.01.FLA5HD9401,KINGBANK DDR5 Dark Soarblade,7200 CL34,7200,DDR5,288-pin DIMM,32,BLACK,GREY,34,1.4,Non-ECC,Unbuffered,TRUE,TRUE,34-45-45-115,2025-11-30T17:25:57.334Z,41.8,,,2024,,,,
2,4,G.Skill Value Green DDR3-1333 CL9 8GB (2x4GB),G.SKILL,F3-10600CL9D-8GBNT,Value,1333 CL9,1333,DDR3,240-pin DIMM,8,GREEN,,9,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,24,TEAMGROUP Xtreem Black DDR5-6800 CL34 48GB (2x24GB),TEAMGROUP,FFXD548G6800HC34ADC01,Xtreem,6800 CL34,6800,DDR5,288-pin DIMM,48,BLACK,,34,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,16,Patriot Signature Line Black DDR4-2666 CL19 16GB (1x16GB),Patriot,PSD416G266681,Signature,2666 CL19,2666,DDR4,288-pin DIMM,16,BLACK,,19,,Non-ECC,Unbuffered,FALSE,FALSE,19-19-19-43,,,,,,,,,
4,32,Corsair Vengeance RGB Pro Black DDR4-3600 CL16 128GB (4x32GB),Corsair,CMW128GX4M4Z3600C18,Vengeance,3600 CL16,3600,DDR4,288-pin DIMM,128,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-22-22-42,,,,,,,,,
2,16,Lexar Ares RGB Black / Silver DDR5-7200 CL34 32GB (2x16GB),Lexar,LD5U16G72C34LA-RGD,Ares,7200 CL34,7200,DDR5,288-pin DIMM,32,BLACK,GREY,34,,Non-ECC,Unbuffered,TRUE,TRUE,34-42-42-84,,,,,,,,,
2,16,Silicon Power DDR5 32GB (2x16GB) Zenith 5600MHz CL40 White,Silicon Power,SP032GXLWU560FSG,XPOWER Zenith,5600 CL40,5600,DDR5,288-pin DIMM,32,WHITE,,40,1.25,Non-ECC,Unbuffered,TRUE,,40-40-40-76,2025-11-13T14:50:48.497Z,38.5,,,,,,,
2,2,G.Skill ECO White DDR3-1333 CL7 4GB (2x2GB),G.SKILL,F3-10666CL7D-4GBECO,ECO,1333 CL7,1333,DDR3,240-pin DIMM,4,WHITE,,7,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,32,DOMINATOR® TITANIUM RGB 64GB (2x32GB) DDR5 DRAM 6600MT/s CL32 Intel XMP Memory Kit,Corsair,CMP64GX5M2X6600C32,Dominator Titanium,6600MT/s CL32,6600,DDR5,288-pin DIMM,64,,,32,1.4,Non-ECC,Unbuffered,TRUE,TRUE,32-39-39-76,,,,,0,,,,
2,16,Thermaltake TOUGHRAM XG RGB White / Silver DDR5-5600 CL36 32GB (2x16GB),Thermaltake,RG34D516GX2-5600C36B,TOUGHRAM,5600 CL36,5600,DDR5,288-pin DIMM,32,WHITE,GREY,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-36-36-76,,,,,,,,,
2,32,G.Skill Trident Z5 RGB White Black DDR5-6000 CL30 64GB (2x32GB),G.SKILL,F5-6000J3040G32GX2-TZ5RS,Trident,6000 CL30,6000,DDR5,288-pin DIMM,64,WHITE,BLACK,30,,Non-ECC,Unbuffered,TRUE,TRUE,30-40-40-96,,,,,,,,,
2,16,Kingston FURY Renegade Black DDR4-4600 CL19 32GB (2x16GB),Kingston,KF446C19RB1K2,FURY,4600 CL19,4600,DDR4,288-pin DIMM,32,BLACK,,19,,Non-ECC,Unbuffered,TRUE,FALSE,,,,32,,,,,,
2,8,Crucial Ballistix Black DDR4-2400 CL16 16GB (2x8GB),Crucial,BL2K8G24C16U4B,Ballistix,2400 CL16,2400,DDR4,288-pin DIMM,16,BLACK,,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-16-16-39,,,,,,,,,
1,16,Kingston FURY Beast RGB Black DDR5-6000 CL36 16GB (1x16GB),Kingston,KF560C36BBEA-16,FURY,6000 CL36,6000,DDR5,288-pin DIMM,16,BLACK,,36,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,8,GeIL SUPER LUCE RGB SYNC DDR4-3200 CL16 16GB (2x8GB),GeIL,GALS416GB3200C16ADC,SUPER,3200 CL16,3200,DDR4,288-pin DIMM,16,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-18-18-36,,,,,,,,,
2,32,G.Skill TridentZ RGB Black DDR4-4266 CL19 64GB (2x32GB),G.SKILL,F4-4266C19D-64GTZR,TridentZ,4266 CL19,4266,DDR4,288-pin DIMM,64,BLACK,,19,,Non-ECC,Unbuffered,TRUE,TRUE,19-26-26-46,,,,,,,,,
2,32,Klevv Urbane V RGB White DDR5-6000 CL30 64GB (2x32GB),Klevv,KD5BGUA80-60A300M,Urbane,6000 CL30,6000,DDR5,288-pin DIMM,64,WHITE,,30,1.35,Non-ECC,Unbuffered,TRUE,TRUE,30-36-36-76,2025-12-06T03:54:07.529Z,42.5,,,,,,,
2,48,G.Skill Ripjaws S5 Black DDR5-6800 CL34 96GB (2x48GB),G.SKILL,F5-6800J3446F48GX2-RS5K,Ripjaws,6800 CL34,6800,DDR5,288-pin DIMM,96,BLACK,,34,,Non-ECC,Unbuffered,TRUE,FALSE,34-46-46-108,,,,,,,,,
2,16,Silicon Power SP032GBLVU560FD2AD Black DDR5-5600 CL46 32GB (2x16GB),Silicon Power,SP032GBLVU560FD2AD,SP032GBLVU560FD2AD,5600 CL46,5600,DDR5,288-pin DIMM,32,BLACK,,46,,Non-ECC,Unbuffered,TRUE,FALSE,46-46-46-90,,,,,,,,,
2,16,G.Skill Trident Z Royal Elite Silver / Black DDR4-4000 CL14 32GB (2x16GB),G.SKILL,F4-4000C14D-32GTES,Trident,4000 CL14,4000,DDR4,288-pin DIMM,32,GREY,BLACK,14,,Non-ECC,Unbuffered,TRUE,FALSE,14-15-15-35,,,,,,,,,
2,16,Crucial Pro Black DDR5-5600 CL46 32GB (2x16GB),Crucial,CP2K16G56C46U5,Pro,5600 CL46,5600,DDR5,288-pin DIMM,32,BLACK,,46,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,16,TEAMGROUP Elite Black DDR5-6000 CL48 16GB (1x16GB),TEAMGROUP,TED516G6000C4801,Elite,6000 CL48,6000,DDR5,288-pin DIMM,16,BLACK,,48,,Non-ECC,Unbuffered,FALSE,FALSE,48-48-48-96,,,ELITE U-DIMM,,,,,,
2,16,PNY XLR8 Gaming Black / Red DDR4-3200 CL16 32GB (2x16GB),PNY,MD32GK2D4320016XR,XLR8,3200 CL16,3200,DDR4,288-pin DIMM,32,BLACK,RED,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,4,G.Skill Ripjaws Black / Red DDR3-1333 CL9 8GB (2x4GB),G.SKILL,F3-10666CL9D-8GBRL,Ripjaws,1333 CL9,1333,DDR3,240-pin DIMM,8,BLACK,RED,9,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,8,ADATA XPG Z1 Black DDR4-3200 CL16 16GB (2x8GB),ADATA,AX4U320038G16F-DBZ,XPG,3200 CL16,3200,DDR4,288-pin DIMM,16,BLACK,,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,GeIL Polaris RGB Red DDR5-6000 CL38 32GB (2x16GB),GeIL,GOSR532GB6000C38ADC,Polaris,6000 CL38,6000,DDR5,288-pin DIMM,32,RED,,38,,Non-ECC,Unbuffered,TRUE,TRUE,38-40-40-82,,,,,,,,,
2,8,Lexar THOR White DDR4-3600 CL18 16GB (2x8GB),Lexar,LD4BU008G-R3600GDWG,THOR,3600 CL18,3600,DDR4,288-pin DIMM,16,WHITE,,18,,Non-ECC,Unbuffered,TRUE,FALSE,18-22-22-42,,,,,,,,,
1,16,ADATA XPG GAMMIX D45 Black DDR4-3200 CL16 16GB (1x16GB),ADATA,AX4U320016G16A-CBKD45,XPG,3200 CL16,3200,DDR4,288-pin DIMM,16,BLACK,,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,8,PNY Anarchy Black / Red DDR4-2400 CL15 8GB (1x8GB),PNY,MD8GSD4240015AR,Anarchy,2400 CL15,2400,DDR4,288-pin DIMM,8,BLACK,RED,15,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Klevv CRAS XR5 RGB White DDR5-8000 CL38 32GB (2x16GB),Klevv,KD5AGUA80-80R380S,CRAS,8000 CL38,8000,DDR5,288-pin DIMM,32,WHITE,,38,,Non-ECC,Unbuffered,TRUE,TRUE,38-48-48-128,2025-12-05T00:06:40.503Z,,,,,,,,
1,16,Timetec PINNACLE Konduit White DDR4-3200 CL16 16GB (1x16GB),Timetec,PKMD4U32C16CNHW16G,PINNACLE,3200 CL16,3200,DDR4,288-pin DIMM,16,WHITE,,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-38,,,,,,,,,
1,32,Crucial CT32G52C42S5 Black SODIMM DDR5-5200 CL42 32GB (1x32GB),Crucial,CT32G52C42S5,CT32G52C42S5,5200 CL42,5200,DDR5,262-pin SO-DIMM,32,BLACK,,42,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,16,TEAMGROUP Elite Plus Silver DDR5-6000 CL40 32GB (2x16GB),TEAMGROUP,TPSD532G6000HC48DC01,Elite,6000 CL40,6000,DDR5,288-pin DIMM,32,GREY,,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-40-40-77,,,,,,,,,
8,16,G.Skill Trident Z Black / White DDR4-3866 CL19 128GB (8x16GB),G.SKILL,F4-3866C19Q2-128GTZKK,Trident,3866 CL19,3866,DDR4,288-pin DIMM,128,BLACK,WHITE,19,,Non-ECC,Unbuffered,TRUE,FALSE,19-19-19-39,,,,,,,,,
1,16,TEAMGROUP Elite Black DDR5-5600 CL46 16GB (1x16GB),TEAMGROUP,TED516G5600C4601,Elite,5600 CL46,5600,DDR5,288-pin DIMM,16,BLACK,,46,,Non-ECC,Unbuffered,FALSE,FALSE,46-46-46-90,,,,,,,,,
2,8,Corsair Vengeance RGB Pro Black DDR4-4000 CL18 16GB (2x8GB),Corsair,CMW16GX4M2Z4000C18,Vengeance,4000 CL18,4000,DDR4,288-pin DIMM,16,BLACK,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,,,,,,,,,
1,16,ADATA XPG SPECTRIX D35G RGB DDR4-3200 CL16 16GB (1x16GB),ADATA,AX4U320016G16A-SBKD35G,XPG,3200 CL16,3200,DDR4,288-pin DIMM,16,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,,,,S0237632,,,,,,
2,16,G.Skill Ripjaws S5 White DDR5-5200 CL28 32GB (2x16GB),G.SKILL,F5-5200J2834F16GX2-RS5W,Ripjaws,5200 CL28,5200,DDR5,288-pin DIMM,32,WHITE,,28,,Non-ECC,Unbuffered,TRUE,FALSE,28-34-34-83,,,,,,,,,
2,16,Corsair Vengeance LPX Black / Yellow DDR4-2133 CL13 32GB (2x16GB),Corsair,CMK32GX4M2A2133C13,Vengeance,2133 CL13,2133,DDR4,288-pin DIMM,32,BLACK,YELLOW,13,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Corsair Dominator Platinum RGB Black DDR5-6000 CL30 32GB (2x16GB),Corsair,CMT32GX5M2B6000Z30K,Dominator,6000 CL30,6000,DDR5,288-pin DIMM,32,BLACK,,30,,Non-ECC,Unbuffered,TRUE,TRUE,30-36-36-76,,,,,,,,,
2,16,Crucial Pro Black DDR4-3200 CL22 32GB (2x16GB),Crucial,CP2K16G4DFRA32A,Pro,3200 CL22,3200,DDR4,288-pin DIMM,32,BLACK,,22,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Corsair Vengeance Black DDR5-6000 CL28 32GB (2x16GB),Corsair,CMK32GX5M2B6000Z28,Vengeance,6000 CL28,6000,DDR5,288-pin DIMM,32,BLACK,,28,,Non-ECC,Unbuffered,TRUE,FALSE,28-36-36-96,,,,,,,,,
2,32,Silicon Power XPOWER Pulse Gaming Black / White DDR5-7200 CL34 64GB (2x32GB),Silicon Power,SP064GXLWU72AFDJ,XPOWER,7200 CL34,7200,DDR5,288-pin DIMM,64,BLACK,WHITE,34,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,8,EVGA SuperSC Black DDR4-2400 CL15 16GB (2x8GB),EVGA,16G-D4-2400-MR,SuperSC,2400 CL15,2400,DDR4,288-pin DIMM,16,BLACK,,15,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
